Connector,Pin,FPGA Pin,Pin Attributes,Pin Description,PCB Length (mm),K160T Package Delay (ps),K410T Package Delay (ps),Power In,Power Out,I/O Power,Ground,FPGA I/O,GTP,ac-coupled,I/O Bank,FPGA Clock In,Differential (+),Differential (-),JTAG,BRK7360,Design Net,UCF Constraints,XDC IOStandard,Comment
MC2,135,"","","","","","","",+1.0VDD,"","","","","","","","","","",J2E-15,"","","",""
MC2,136,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,137,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,138,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,139,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,140,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,141,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,142,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,143,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,144,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,145,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,146,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,147,N12,VP_0,VP_0,"","","","","","","","","","","","","","","",J2E-17,"","","",""
MC2,148,E8,VCCBATT_0,"","","","","",VCCBATT,"","","","","","","","","","",J2E-10,"","","",""
MC2,149,P11,VN_0,VN_0,"","","","","","","","","","","","","","","",J2E-19,"","","",""
MC2,150,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,151,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,152,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,153,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,154,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,155,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,156,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,157,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,158,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,159,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,160,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,161,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,162,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,163,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,164,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,165,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,166,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,167,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,168,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,169,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,170,"","",IPMI_SDA,"","","","","","","","","","","","","","","",J2E-12,"","","",""
MC2,171,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,172,"","",IPMI_SCL,"","","","","","","","","","","","","","","",J2E-14,"","","",""
MC2,173,"","","","","","","","","","","","","","","","","","","","","","",""
MC2,174,"",VCCO_13,"","","","","",+3.3VDD,"","","","","","","","","","","","","","",""
MC2,175,N8,TMS_0,TMS_0,"","","","","","","","","","","","","","",true,J21-4,"","","",""
MC2,176,L8,TCK_0,TCK_0,"","","","","","","","","","","","","","",true,J21-6,"","","",""
MC2,177,R6,TDI_0,TDI_0,"","","","","","","","","","","","","","",true,J21-10,"","","",""
MC2,178,"","","","","","","",+1.8VDD,"","","","","","","","","","","","","","",""
MC2,179,R7,TDO_0,TDO_0,"","","","","","","","","","","","","","",true,J21-8,"","","",""
MC2,180,"","",PRSNT_M2C,"","","","","","","","","","","","","","","",J2E-16,"","","",""

